genres,game_name,game_id,release_year
Indie,Hartsfield–Jackson Atlanta  [KATL] airport for Tower!3D Pro,641970,2017
Simulation,Hartsfield–Jackson Atlanta  [KATL] airport for Tower!3D Pro,641970,2017
,Through The Dark: Prologue,635270,0
,VR Darts,607720,0
,Crazy Fishing,594370,0
Action,Operation: Arctic Hawk,623230,2017
Indie,Operation: Arctic Hawk,623230,2017
,SUPERHOT VR,617830,0
Action,Planet Nomads,504050,2017
Adventure,Planet Nomads,504050,2017
Indie,Planet Nomads,504050,2017
Simulation,Planet Nomads,504050,2017
Early Access,Planet Nomads,504050,2017
Adventure,Acaratus,376410,2016
Indie,Acaratus,376410,2016
RPG,Acaratus,376410,2016
Strategy,Acaratus,376410,2016
Casual,Doodle Devil,608760,2017
Indie,Doodle Devil,608760,2017
Simulation,Doodle Devil,608760,2017
Action,Vanquish,460810,2017
Action,Dead Realm,352460,2015
Adventure,Dead Realm,352460,2015
Indie,Dead Realm,352460,2015
Strategy,Dead Realm,352460,2015
Action,SmuggleCraft,592020,2017
Adventure,SmuggleCraft,592020,2017
Indie,SmuggleCraft,592020,2017
Racing,SmuggleCraft,592020,2017
Sports,SmuggleCraft,592020,2017
Massively Multiplayer,Master of Magic Chess,598680,2017
RPG,Master of Magic Chess,598680,2017
Strategy,Master of Magic Chess,598680,2017
Action,Unit 4,633440,2017
Indie,Unit 4,633440,2017
Simulation,TS Marketplace: LMS P1&P2 BR Crimson & Cream Coach Pack Add-On,513112,2017
Simulation,TS Marketplace: LMS P1&P2 BR Maroon Coach Pack Add-On,513113,2017
Action,Caveblazers,452060,2017
Adventure,Caveblazers,452060,2017
Indie,Caveblazers,452060,2017
Simulation,TS Marketplace: LMS P1&P2 LMS Late Coach Pack Add-On,513114,2017
Simulation,TS Marketplace: LMS P1&P2 LMS Early Coach Pack Add-On,513111,2017
Action,Caveblazers Soundtrack,641430,2017
Adventure,Caveblazers Soundtrack,641430,2017
Indie,Caveblazers Soundtrack,641430,2017
RPG,Quarantine,489370,2017
Simulation,Quarantine,489370,2017
Strategy,Quarantine,489370,2017
Action,Creativerse - Welcome Bundle,638180,2017
Adventure,Creativerse - Welcome Bundle,638180,2017
Casual,Creativerse - Welcome Bundle,638180,2017
Free to Play,Creativerse - Welcome Bundle,638180,2017
Indie,Creativerse - Welcome Bundle,638180,2017
Massively Multiplayer,Creativerse - Welcome Bundle,638180,2017
RPG,Creativerse - Welcome Bundle,638180,2017
Simulation,Creativerse - Welcome Bundle,638180,2017
Casual,Economic Conquest,576320,2017
Indie,Economic Conquest,576320,2017
Simulation,Economic Conquest,576320,2017
Strategy,Economic Conquest,576320,2017
Casual,Global Soccer Manager 2017,625700,2017
Indie,Global Soccer Manager 2017,625700,2017
Simulation,Global Soccer Manager 2017,625700,2017
Sports,Global Soccer Manager 2017,625700,2017
Strategy,Global Soccer Manager 2017,625700,2017
Action,Tank Blast Official Soundtrack,627700,2017
Casual,Tank Blast Official Soundtrack,627700,2017
Indie,Tank Blast Official Soundtrack,627700,2017
Action,Fuzecat,629720,2017
Indie,Fuzecat,629720,2017
Simulation,Birthdays the Beginning / バースデイズ・ザ・ビギニング - Avatar Ornament Set / 紛れ込みアバター君,610040,2017
Casual,Rocksmith® 2014 Edition – Remastered – 80s Mix Song Pack III,590221,2017
Simulation,Rocksmith® 2014 Edition – Remastered – 80s Mix Song Pack III,590221,2017
Casual,Rocksmith® 2014 Edition – Remastered – Black Flag - “Rise Above”,590222,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Black Flag - “Rise Above”,590222,2017
Casual,Rocksmith® 2014 Edition – Remastered – REO Speedwagon - “Take It on the Run”,590223,2017
Simulation,Rocksmith® 2014 Edition – Remastered – REO Speedwagon - “Take It on the Run”,590223,2017
Casual,Rocksmith® 2014 Edition – Remastered – Queen - “I Want It All”,590224,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Queen - “I Want It All”,590224,2017
Action,Steel Division: Normandy 44,572410,2017
Simulation,Steel Division: Normandy 44,572410,2017
Strategy,Steel Division: Normandy 44,572410,2017
Action,SAMURAI WARRIORS: Spirit of Sanada,595740,2017
,Mind OVR Matter,490170,0
Adventure,Nancy Drew®: Treasure in the Royal Tower,615780,2001
Adventure,Impact Winter,468000,2017
Indie,Impact Winter,468000,2017
Simulation,Impact Winter,468000,2017
,The Path of Greatest Resistance - Body Tracking with Vive Trackers,639550,0
Action,The Art of TY the Tasmanian Tiger,577131,2017
Adventure,The Art of TY the Tasmanian Tiger,577131,2017
Indie,The Art of TY the Tasmanian Tiger,577131,2017
Action,TY the Tasmanian Tiger Soundtrack,577130,2017
Adventure,TY the Tasmanian Tiger Soundtrack,577130,2017
Indie,TY the Tasmanian Tiger Soundtrack,577130,2017
Action,ReVeN: XBridge,422030,2017
Indie,ReVeN: XBridge,422030,2017
RPG,ReVeN: XBridge,422030,2017
,Defenders of the Realm VR,638900,0
,Battle Summoners VR,624830,0
Adventure,Heart's Medicine - Hospital Heat - Soundtrack,628240,2017
Casual,Heart's Medicine - Hospital Heat - Soundtrack,628240,2017
Indie,Heart's Medicine - Hospital Heat - Soundtrack,628240,2017
Simulation,Heart's Medicine - Hospital Heat - Soundtrack,628240,2017
Adventure,The Fidelio Incident,632070,2017
Indie,The Fidelio Incident,632070,2017
Action,STLD Redux: Episode 02,386200,2017
Adventure,STLD Redux: Episode 02,386200,2017
Casual,STLD Redux: Episode 02,386200,2017
Indie,STLD Redux: Episode 02,386200,2017
Strategy,STLD Redux: Episode 02,386200,2017
Adventure,Heart's Medicine - Hospital Heat,605990,2017
Casual,Heart's Medicine - Hospital Heat,605990,2017
Indie,Heart's Medicine - Hospital Heat,605990,2017
Simulation,Heart's Medicine - Hospital Heat,605990,2017
Indie,Bionic Attack,632380,2017
Strategy,Bionic Attack,632380,2017
,Formula E powered by Virtually Live,585000,0
Adventure,Running Through Russia,604490,2017
Casual,Running Through Russia,604490,2017
Indie,Running Through Russia,604490,2017
Early Access,Running Through Russia,604490,2017
Action,Dangerous Bullets,575770,2017
Adventure,Dangerous Bullets,575770,2017
Indie,Dangerous Bullets,575770,2017
RPG,Dangerous Bullets,575770,2017
Action,Masked Shooters,603130,2017
Indie,Masked Shooters,603130,2017
Action,S.K.I.L.L. - Special Force 2 - Specialist Pack,641020,2017
Adventure,S.K.I.L.L. - Special Force 2 - Specialist Pack,641020,2017
Free to Play,S.K.I.L.L. - Special Force 2 - Specialist Pack,641020,2017
Sports,S.K.I.L.L. - Special Force 2 - Specialist Pack,641020,2017
Strategy,S.K.I.L.L. - Special Force 2 - Specialist Pack,641020,2017
Indie,Tower!2011:SE - Washington [KIAD] Airport,635370,2017
Simulation,Tower!2011:SE - Washington [KIAD] Airport,635370,2017
Action,Metin2 - Rising Hero Pack,640200,2017
Adventure,Metin2 - Rising Hero Pack,640200,2017
Free to Play,Metin2 - Rising Hero Pack,640200,2017
Massively Multiplayer,Metin2 - Rising Hero Pack,640200,2017
RPG,Metin2 - Rising Hero Pack,640200,2017
,Aeon,543390,0
Strategy,Sudden Strike 2 Gold,612520,2002
Strategy,Sudden Strike Gold,612300,2001
,Maski VR,616810,0
Action,Dropzone - Pilot Pack: Threshing Trio,639070,2017
Free to Play,Dropzone - Pilot Pack: Threshing Trio,639070,2017
Strategy,Dropzone - Pilot Pack: Threshing Trio,639070,2017
Strategy,Sudden Strike 3,612540,2007
Casual,Oafmatch,554220,2017
Indie,Oafmatch,554220,2017
RPG,Oafmatch,554220,2017
Action,Nongünz,633130,2017
Indie,Nongünz,633130,2017
Action,Nongünz Soundtrack,636290,2017
Indie,Nongünz Soundtrack,636290,2017
Casual,Slayaway Camp - Supernatural Forces Killer Pack,637001,2017
Indie,Slayaway Camp - Supernatural Forces Killer Pack,637001,2017
Strategy,Slayaway Camp - Supernatural Forces Killer Pack,637001,2017
Casual,Slayaway Camp - Monthly Murderers Series 1,637000,2017
Indie,Slayaway Camp - Monthly Murderers Series 1,637000,2017
Strategy,Slayaway Camp - Monthly Murderers Series 1,637000,2017
Indie,You Are God,596280,2017
Simulation,You Are God,596280,2017
Strategy,You Are God,596280,2017
Early Access,You Are God,596280,2017
Free to Play,World of Guns: Revolver Pack #1,641440,2017
Indie,World of Guns: Revolver Pack #1,641440,2017
Simulation,World of Guns: Revolver Pack #1,641440,2017
Action,Hyper Knights,597150,2017
Adventure,Hyper Knights,597150,2017
Indie,Hyper Knights,597150,2017
Adventure,The Great Gatsby: Secret Treasure,376490,2017
Casual,The Great Gatsby: Secret Treasure,376490,2017
Indie,The Great Gatsby: Secret Treasure,376490,2017
Indie,Production Line,591370,2017
Simulation,Production Line,591370,2017
Strategy,Production Line,591370,2017
Early Access,Production Line,591370,2017
,Donut Distraction,568420,0
Action,Ravenfield,636480,2017
Indie,Ravenfield,636480,2017
Early Access,Ravenfield,636480,2017
Simulation,Flight Sim World,389280,2017
Early Access,Flight Sim World,389280,2017
Adventure,Ghost Files: The Face of Guilt,599560,2017
Casual,Ghost Files: The Face of Guilt,599560,2017
Indie,Assetto Corsa - Ready To Race Pack,619680,2017
Racing,Assetto Corsa - Ready To Race Pack,619680,2017
Simulation,Assetto Corsa - Ready To Race Pack,619680,2017
Sports,Assetto Corsa - Ready To Race Pack,619680,2017
Action,Necrosphere,607400,2017
Indie,Necrosphere,607400,2017
Action,Watch_Dogs® 2 - No Compromise,525031,2017
Adventure,Watch_Dogs® 2 - No Compromise,525031,2017
Adventure,Bokida - Heartfelt Reunion Soundtrack,638860,2017
Indie,Bokida - Heartfelt Reunion Soundtrack,638860,2017
,AM Model Viewer,506750,0
Animation &amp; Modeling,FaceRig Studio - Personal,571690,2017
Video Production,FaceRig Studio - Personal,571690,2017
Simulation,TS Marketplace: British Railways S15 Livery Pack Add-On,513115,2017
Action,No Stick Shooter,616880,2017
Indie,No Stick Shooter,616880,2017
Action,Dinosaur Forest,506730,2017
Indie,Dinosaur Forest,506730,2017
,Disc League,591140,0
Indie,Timore 5: The Flood,639150,2017
Action,The Surge - CREO Special Employee Kit,555300,2017
RPG,The Surge - CREO Special Employee Kit,555300,2017
Action,Spaceship Looter,600630,2017
Adventure,Spaceship Looter,600630,2017
Indie,Spaceship Looter,600630,2017
RPG,Spaceship Looter,600630,2017
,Edge of Atlantis,616420,0
,Getting Schooled,634260,2017
Action,DOA5LR Rodeo Time Costume Set,627980,2017
,ALaLa: Wake Mi Up!,628820,0
Action,XGun-Weapon Evolution,534780,2017
Casual,XGun-Weapon Evolution,534780,2017
Indie,XGun-Weapon Evolution,534780,2017
Early Access,XGun-Weapon Evolution,534780,2017
,Super Amazeballs,594980,0
Simulation,X-Plane 11 - Add-on: Aerosoft - Airport Oslo,636131,2017
Action,Arctic Adventure: Episodes,628410,2018
Adventure,Arctic Adventure: Episodes,628410,2018
Free to Play,Arctic Adventure: Episodes,628410,2018
,Soundscape - Demo Edition,636930,0
,Bitdude,569370,0
Action,Mark II “Falling Closet” - Awesomenauts Droppod,605951,2017
Indie,Mark II “Falling Closet” - Awesomenauts Droppod,605951,2017
Strategy,Mark II “Falling Closet” - Awesomenauts Droppod,605951,2017
Adventure,The Frost,622540,2017
Indie,The Frost,622540,2017
Early Access,The Frost,622540,2017
Action,Arma 3 Jets,601670,2017
Simulation,Arma 3 Jets,601670,2017
Strategy,Arma 3 Jets,601670,2017
Action,ROKH,462440,2017
Adventure,ROKH,462440,2017
Indie,ROKH,462440,2017
Massively Multiplayer,ROKH,462440,2017
RPG,ROKH,462440,2017
Simulation,ROKH,462440,2017
Strategy,ROKH,462440,2017
Early Access,ROKH,462440,2017
Strategy,Star Realms - Colony Wars,616500,2017
RPG,Operation Babel: New Tokyo Legacy / 東京新世録 オペレーションバベル - Digital Art Book / デジタル・アートブック,548830,2017
Action,Runic Rampage - Soundtrack,629370,2017
Adventure,Runic Rampage - Soundtrack,629370,2017
Indie,Runic Rampage - Soundtrack,629370,2017
RPG,Runic Rampage - Soundtrack,629370,2017
Action,Cyberia,624080,1994
Adventure,Cyberia,624080,1994
Simulation,Cyberia,624080,1994
,Blood Punch,634310,2015
,Deep Blue 3D Maze,484830,0
Adventure,克莉丝的炎之信仰 Cryste: the Faith of Fire Vol.1,616740,2017
Casual,克莉丝的炎之信仰 Cryste: the Faith of Fire Vol.1,616740,2017
Indie,克莉丝的炎之信仰 Cryste: the Faith of Fire Vol.1,616740,2017
Adventure,Old Man's Journey - Soundtrack,639760,2017
Indie,Old Man's Journey - Soundtrack,639760,2017
Adventure,Old Man's Journey,581270,2017
Casual,Old Man's Journey,581270,2017
Indie,Old Man's Journey,581270,2017
Action,Unexplored Ripley Run,639030,2017
Adventure,Unexplored Ripley Run,639030,2017
Indie,Unexplored Ripley Run,639030,2017
RPG,Unexplored Ripley Run,639030,2017
Design &amp; Illustration,Illwinter's Floorplan Generator,630900,2017
Utilities,Illwinter's Floorplan Generator,630900,2017
Early Access,Illwinter's Floorplan Generator,630900,2017
Simulation,Train Simulator: B&O Kingwood Branch: Tunnelton - Kingwood Route Add-On,448198,2017
Simulation,X-Plane 11 - Add-on: Aerosoft - Airport Anchorage,614009,2017
,Magnificent Ships: Volume 2,628450,0
Strategy,Talisman: The Horus Heresy - Heroes & Villains 4,635340,2017
Indie,Regalia: Of Men and Monarchs,464150,2017
RPG,Regalia: Of Men and Monarchs,464150,2017
Strategy,Regalia: Of Men and Monarchs,464150,2017
Adventure,Beholder - Blissful Sleep,616950,2017
Indie,Beholder - Blissful Sleep,616950,2017
Strategy,Beholder - Blissful Sleep,616950,2017
RPG,Operation Babel: New Tokyo Legacy / 東京新世録 オペレーションバベル - Digital Soundtrack / デジタル・サウンドトラック,548831,2017
Casual,Rocksmith® 2014 Edition – Remastered – Grateful Dead Song Pack,590215,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Grateful Dead Song Pack,590215,2017
RPG,Operation Babel: New Tokyo Legacy / 東京新世録 オペレーションバベル,548810,2017
Casual,Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Truckin’”,590216,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Truckin’”,590216,2017
Casual,Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Uncle John’s Band”,590217,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Uncle John’s Band”,590217,2017
Casual,Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Casey Jones”,590218,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Casey Jones”,590218,2017
Indie,Fantasy Grounds - Brigands (Token Pack),636210,2017
RPG,Fantasy Grounds - Brigands (Token Pack),636210,2017
Strategy,Fantasy Grounds - Brigands (Token Pack),636210,2017
Casual,Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Friend of the Devil”,590219,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Friend of the Devil”,590219,2017
Indie,Fantasy Grounds - Frozen North (Token Pack),633020,2017
RPG,Fantasy Grounds - Frozen North (Token Pack),633020,2017
Strategy,Fantasy Grounds - Frozen North (Token Pack),633020,2017
Indie,Fantasy Grounds - B02: Happiness in Slavery (PFRPG),636780,2017
RPG,Fantasy Grounds - B02: Happiness in Slavery (PFRPG),636780,2017
Strategy,Fantasy Grounds - B02: Happiness in Slavery (PFRPG),636780,2017
Casual,Interplay Solitaire,630690,2017
Free to Play,RIFT - Celestial Adventurer's Pack,635020,2017
Massively Multiplayer,RIFT - Celestial Adventurer's Pack,635020,2017
RPG,RIFT - Celestial Adventurer's Pack,635020,2017
Indie,Fantasy Grounds - Dungeons & Dragons - Lair Assault: Attack of the Tyrantclaw (5E),629890,2017
RPG,Fantasy Grounds - Dungeons & Dragons - Lair Assault: Attack of the Tyrantclaw (5E),629890,2017
Strategy,Fantasy Grounds - Dungeons & Dragons - Lair Assault: Attack of the Tyrantclaw (5E),629890,2017
Adventure,Qbeh-1: The Atlas Cube - Official Soundtrack,344210,2017
Casual,Qbeh-1: The Atlas Cube - Official Soundtrack,344210,2017
Indie,Qbeh-1: The Atlas Cube - Official Soundtrack,344210,2017
Indie,Equilibrium Of Divinity - Original Soundtrack,632740,2017
RPG,Equilibrium Of Divinity - Original Soundtrack,632740,2017
Action,The Surge,378540,2017
RPG,The Surge,378540,2017
,Mythlink,633150,0
Adventure,Planet RIX-13,599840,2017
Indie,Planet RIX-13,599840,2017
Adventure,Creatures Such as We,633600,2014
Indie,Creatures Such as We,633600,2014
RPG,Creatures Such as We,633600,2014
Casual,Safari Venture,630390,2017
Adventure,Stay! Stay! Democratic People's Republic of Korea!,512060,2017
Indie,Stay! Stay! Democratic People's Republic of Korea!,512060,2017
RPG,Stay! Stay! Democratic People's Republic of Korea!,512060,2017
,Void Rangers,529360,0
,Domain Defense VR,455190,0
Adventure,Neighbourhood Necromancer,633580,2014
Indie,Neighbourhood Necromancer,633580,2014
RPG,Neighbourhood Necromancer,633580,2014
Action,Plasma Puncher,602070,2017
Casual,Plasma Puncher,602070,2017
Indie,Plasma Puncher,602070,2017
Adventure,The Dream Machine: Chapter 6,461900,2017
Casual,The Dream Machine: Chapter 6,461900,2017
Indie,The Dream Machine: Chapter 6,461900,2017
,Excess Flesh,634270,2016
,My Bloody Banjo,634330,2016
Indie,Forged Adventure,602560,2017
RPG,Forged Adventure,602560,2017
Early Access,Forged Adventure,602560,2017
Action,"The End o,,,o",509880,2017
Adventure,"The End o,,,o",509880,2017
Indie,"The End o,,,o",509880,2017
,Star Dust: The Book of Earth (VR),572980,0
Indie,Forged Adventure Soundtrack,614540,2017
RPG,Forged Adventure Soundtrack,614540,2017
,Making of Furi,629150,2017
Indie,>//:System.Hack,557330,2017
RPG,>//:System.Hack,557330,2017
Simulation,>//:System.Hack,557330,2017
Early Access,>//:System.Hack,557330,2017
Adventure,Crappy Day Enhanced Edition,636700,2017
Casual,Crappy Day Enhanced Edition,636700,2017
Indie,Crappy Day Enhanced Edition,636700,2017
,Freeze Climbing,635040,0
Simulation,X-Plane 11 - Add-on: Aerosoft - Airport Dallas/Fort Worth International,636130,2017
Racing,Redout - Neptune Pack,580620,2017
Casual,#monstercakes OST,635780,2017
Indie,#monstercakes OST,635780,2017
Action,Learn to Fly 3,589870,2016
Casual,Learn to Fly 3,589870,2016
Free to Play,Learn to Fly 3,589870,2016
Indie,Learn to Fly 3,589870,2016
Simulation,Learn to Fly 3,589870,2016
Strategy,Learn to Fly 3,589870,2016
Action,SecondSpeed,599990,2017
Adventure,SecondSpeed,599990,2017
Indie,SecondSpeed,599990,2017
Simulation,SecondSpeed,599990,2017
Sports,SecondSpeed,599990,2017
Early Access,SecondSpeed,599990,2017
Casual,A Butterfly in the District of Dreams,617430,2017
Indie,A Butterfly in the District of Dreams,617430,2017
Adventure,Jade's Journey 2,607030,2017
Casual,Jade's Journey 2,607030,2017
Indie,Jade's Journey 2,607030,2017
RPG,Jade's Journey 2,607030,2017
Strategy,Jade's Journey 2,607030,2017
Action,AEGIS 2186,603610,2017
Indie,AEGIS 2186,603610,2017
Early Access,AEGIS 2186,603610,2017
Action,Machine Hunt,546930,2017
Indie,Machine Hunt,546930,2017
RPG,Two Worlds Soundtrack by Harold Faltermayer,637030,2017
,Immersion Chess,631660,0
RPG,Two Worlds II - Digital Deluxe Content,633963,2017
RPG,Two Worlds II - Soundtrack,633960,2017
RPG,Two Worlds II - PotFF Soundtrack,633961,2017
Action,X-Blades - Digital Deluxe Content,604280,2017
Adventure,X-Blades - Digital Deluxe Content,604280,2017
RPG,X-Blades - Digital Deluxe Content,604280,2017
Action,Fat Mask,516790,2017
Indie,Fat Mask,516790,2017
Action,Scribbled Arena,395940,2017
Indie,Scribbled Arena,395940,2017
Massively Multiplayer,Scribbled Arena,395940,2017
Early Access,Scribbled Arena,395940,2017
Adventure,OVIVO,597700,2017
Indie,OVIVO,597700,2017
Adventure,OVIVO Soundtrack by Brokenkites + Artbook,635870,2017
Indie,OVIVO Soundtrack by Brokenkites + Artbook,635870,2017
Action,X-Blades - Soundtrack,604290,2017
Adventure,X-Blades - Soundtrack,604290,2017
RPG,X-Blades - Soundtrack,604290,2017
Action,Don't Touch The Zombies,563370,2017
Casual,Don't Touch The Zombies,563370,2017
Indie,Don't Touch The Zombies,563370,2017
Action,Skara - Basic Pack - Rewards,612550,2017
Free to Play,Skara - Basic Pack - Rewards,612550,2017
Indie,Skara - Basic Pack - Rewards,612550,2017
RPG,Skara - Basic Pack - Rewards,612550,2017
Action,Skara - Starter Pack - Rewards,613700,2017
Free to Play,Skara - Starter Pack - Rewards,613700,2017
Indie,Skara - Starter Pack - Rewards,613700,2017
RPG,Skara - Starter Pack - Rewards,613700,2017
Action,Skara - Premium Pack - Rewards,613710,2017
Free to Play,Skara - Premium Pack - Rewards,613710,2017
Indie,Skara - Premium Pack - Rewards,613710,2017
RPG,Skara - Premium Pack - Rewards,613710,2017
Casual,Solitaire Club,630470,2017
Utilities,Start10,620050,2017
Adventure,"Remember, Remember",631990,2017
Indie,"Remember, Remember",631990,2017
Strategy,"Remember, Remember",631990,2017
,Dark Mechanism - Virtual reality,600580,0
Casual,Galact Quest,629810,2017
Action,ICARUS.1 - PROTOTYPE EDITION,631610,2017
Indie,ICARUS.1 - PROTOTYPE EDITION,631610,2017
Adventure,Renowned Explorers: The Emperor's Challenge,609970,2017
Indie,Renowned Explorers: The Emperor's Challenge,609970,2017
RPG,Renowned Explorers: The Emperor's Challenge,609970,2017
Strategy,Renowned Explorers: The Emperor's Challenge,609970,2017
Action,Rozkol,628520,2016
Adventure,Rozkol,628520,2016
Indie,Rozkol,628520,2016
Simulation,Rozkol,628520,2016
Simulation,Birthdays the Beginning / バースデイズ・ザ・ビギニング - Crashed UFO,610050,2017
,Robotpencil Presents: Insight: Design Cool Factor,624020,2017
Indie,WAVESHAPER: Original Soundtrack,635580,2017
Audio Production,Mixcraft 8 Home Studio,218760,2017
Utilities,Mixcraft 8 Home Studio,218760,2017
Video Production,Mixcraft 8 Home Studio,218760,2017
,LEGO® Batman 'The Batmersive Experience',630980,0
,Under the Canopy,632280,0
,The Hunger Games 360,633210,0
,Pixvana 360 Production Series,630530,0
,The Blank Canvas - Hacking Nature,633140,0
,Steam 360 Video Player,613220,0
,Alien Covenant In Utero,627320,0
,Red vs Blue 360,627290,0
Action,Battlezone - Hi-Viz Skins Pack,623131,2017
Action,Battlezone - All Skins Pack,623134,2017
,RED CUBE VR,613790,0
Indie,Royal Offense,615090,2017
RPG,Royal Offense,615090,2017
Strategy,Royal Offense,615090,2017
Action,Battlezone - Cannon Turret (Bobblehead),558835,2017
Action,Battlezone - Bobblehead Pack,623133,2017
Action,Battlezone - Classic Camo (Skin),594450,2017
,CubeBall VR,619590,0
Action,Battlezone - Military Camo Skins Pack,623130,2017
Action,Battlezone - Classic Tiger (Skin),594460,2017
Action,Battlezone - Safari Camo Skins Pack,623132,2017
Action,Battlezone - Digital Camo (Skin),594454,2017
Action,Battlezone - Classic Neon (Skin),594430,2017
Action,Battlezone - Flame Neon (Skin),594440,2017
Action,Battlezone - Green Tiger (Skin),594464,2017
Action,Battlezone - Hot Neon (Skin),594433,2017
Action,Battlezone - Joust Knight (Bobblehead),558833,2017
Action,Battlezone - Judge Dredd (Bobblehead),558830,2017
Action,Battlezone - Judge Death (Bobblehead),558831,2017
Action,Battlezone - Missile Turret (Bobblehead),558836,2017
Action,Battlezone - Modern Camo (Skin),594451,2017
Action,Battlezone - Natural Camo (Skin),594453,2017
Action,Battlezone - Red Tiger (Skin),594461,2017
Action,Landless,617030,2017
Adventure,Landless,617030,2017
Casual,Landless,617030,2017
Indie,Landless,617030,2017
RPG,Landless,617030,2017
Simulation,Landless,617030,2017
Early Access,Landless,617030,2017
Indie,Block'hood,416210,2017
Simulation,Block'hood,416210,2017
Strategy,Block'hood,416210,2017
Action,Battlezone - Pink Tiger (Skin),594463,2017
Adventure,Shadow Mist,617630,2017
Casual,Shadow Mist,617630,2017
Indie,Shadow Mist,617630,2017
Strategy,Shadow Mist,617630,2017
Adventure,A SECOND BEFORE US,625370,2017
Indie,A SECOND BEFORE US,625370,2017
,Puppy Doge VR,635190,0
,Blastercell,608540,0
Simulation,OMSI 2 Add-On Citybus i280 Series,629990,2017
Free to Play,EVE Online: 240 PLEX,629791,2017
Massively Multiplayer,EVE Online: 240 PLEX,629791,2017
RPG,EVE Online: 240 PLEX,629791,2017
Free to Play,EVE Online: 500 PLEX,629792,2017
Massively Multiplayer,EVE Online: 500 PLEX,629792,2017
RPG,EVE Online: 500 PLEX,629792,2017
Free to Play,EVE Online: 1100 PLEX,629793,2017
Massively Multiplayer,EVE Online: 1100 PLEX,629793,2017
RPG,EVE Online: 1100 PLEX,629793,2017
Free to Play,EVE Online: 2860 PLEX,629794,2017
Massively Multiplayer,EVE Online: 2860 PLEX,629794,2017
RPG,EVE Online: 2860 PLEX,629794,2017
Free to Play,EVE Online: 110 PLEX,629790,2017
Massively Multiplayer,EVE Online: 110 PLEX,629790,2017
RPG,EVE Online: 110 PLEX,629790,2017
Free to Play,EVE Online: 7430 PLEX,629795,2017
Massively Multiplayer,EVE Online: 7430 PLEX,629795,2017
RPG,EVE Online: 7430 PLEX,629795,2017
Free to Play,EVE Online: 15400 PLEX,629796,2017
Massively Multiplayer,EVE Online: 15400 PLEX,629796,2017
RPG,EVE Online: 15400 PLEX,629796,2017
,Bounty Killer,599490,0
,Goaltender VR,558750,0
Adventure,Beyond: Light Advent Collector's Edition,629080,2017
Casual,Beyond: Light Advent Collector's Edition,629080,2017
Adventure,Calico & Co.,620580,2017
Casual,Calico & Co.,620580,2017
Indie,Calico & Co.,620580,2017
Early Access,Calico & Co.,620580,2017
Indie,Griptape Backbone,581120,2017
,Strip Club Massacre,632930,2017
Action,Andarilho,450860,2017
Adventure,Andarilho,450860,2017
Casual,Andarilho,450860,2017
Indie,Andarilho,450860,2017
Simulation,Andarilho,450860,2017
Early Access,Andarilho,450860,2017
Casual,Lily of the Valley,628460,2017
Indie,Lily of the Valley,628460,2017
Casual,Lily of the Valley - Original Soundtrack,630340,2017
Indie,Lily of the Valley - Original Soundtrack,630340,2017
Indie,Tower!2011:SE - La Guardia [KLGA] Airport,635380,2017
Simulation,Tower!2011:SE - La Guardia [KLGA] Airport,635380,2017
Action,Bombinator,612610,2017
Free to Play,Bombinator,612610,2017
Indie,Bombinator,612610,2017
Early Access,Bombinator,612610,2017
Adventure,Animation Throwdown: The Quest for Cards,591960,2017
Free to Play,Animation Throwdown: The Quest for Cards,591960,2017
RPG,Animation Throwdown: The Quest for Cards,591960,2017
Strategy,Animation Throwdown: The Quest for Cards,591960,2017
Action,Monster Slayers - Fire and Steel Expansion,634030,2017
Indie,Monster Slayers - Fire and Steel Expansion,634030,2017
Adventure,OMEGA PATTERN - VISUAL NOVEL,617020,2017
Indie,OMEGA PATTERN - VISUAL NOVEL,617020,2017
Simulation,OMEGA PATTERN - VISUAL NOVEL,617020,2017
Design &amp; Illustration,PhotoPad,617580,2017
Photo Editing,PhotoPad,617580,2017
,Drummer Talent VR,609170,0
Adventure,The Flaws of Gravity,628700,2017
Free to Play,The Flaws of Gravity,628700,2017
Indie,The Flaws of Gravity,628700,2017
Action,The Astral Hero,581670,2017
Adventure,The Astral Hero,581670,2017
Indie,The Astral Hero,581670,2017
Adventure,Opaline,370660,2017
Casual,Opaline,370660,2017
Indie,Opaline,370660,2017
RPG,Opaline,370660,2017
,StarPlayerVR,632750,0
,RetroFighter VR,616650,0
Adventure,Human: Fall Flat Official Soundtrack,632870,2017
Indie,Human: Fall Flat Official Soundtrack,632870,2017
Utilities,AVOlight.Space - Unlock Media Players,632660,2017
Video Production,AVOlight.Space - Unlock Media Players,632660,2017
Casual,Blockle,632510,2017
Indie,Blockle,632510,2017
