Id_hecho,N_VICTIMAS,FECHA,HORA,TIPO_DE_CALLE,COMUNA,LONGITUD,LATITUD,PARTICIPANTES,VICTIMA,ACUSADO
2018-0137,1,2018-12-18,20:15:00,CALLE,1,-58.38481975,-34.61100424,MOTO - PASAJEROS,MOTO,PASAJEROS
2018-0138,1,2018-12-21,09:30:00,CALLE,10,-58.50751833,-34.62073702,PASAJEROS - PASAJEROS,PASAJEROS,PASAJEROS
2018-0139,1,2018-12-22,06:30:00,CALLE,7,-58.44682986,-34.63888084,MOTO - MOTO,MOTO,MOTO
2018-0140,1,2018-12-22,08:05:00,CALLE,1,-58.36004650,-34.61381341,AUTO - AUTO,AUTO,AUTO
2018-0141,1,2018-12-22,17:40:00,AVENIDA,5,-58.41509546,-34.62085945,PEATON - MOTO,PEATON,MOTO
2018-0142,1,2018-12-25,13:30:00,GRAL PAZ,12,-58.50997604,-34.57251072,CARGAS - PASAJEROS,CARGAS,PASAJEROS
2018-0143,1,2018-12-29,05:25:00,AVENIDA,10,-58.48606475,-34.64047818,MOTO - AUTO,MOTO,AUTO
2019-0001,1,2019-01-08,08:30:00,AVENIDA,2,-58.38526125,-34.57805810,MOTO - CARGAS,MOTO,CARGAS
2019-0002,1,2019-01-09,04:00:00,AVENIDA,7,-58.45463662,-34.65082149,AUTO - CARGAS,AUTO,CARGAS
2019-0003,1,2019-01-12,08:00:00,AVENIDA,15,-58.49121672,-34.59718073,MOTO - AUTO,MOTO,AUTO
2019-0004,1,2019-01-14,19:58:00,AVENIDA,9,-58.47325712,-34.65284605,AUTO - PASAJEROS,AUTO,PASAJEROS
2019-0005,1,2019-01-19,12:00:00,AVENIDA,10,-58.52108101,-34.63382309,MOTO - CARGAS,MOTO,CARGAS
2019-0006,1,2019-01-23,05:45:00,AVENIDA,14,-58.41652702,-34.55509606,PEATON - AUTO,PEATON,AUTO
2019-0007,1,2019-01-26,19:34:00,CALLE,5,-58.42891604,-34.61071660,MOTO - AUTO,MOTO,AUTO
2019-0008,1,2019-01-30,22:45:00,GRAL PAZ,8,-58.47802293,-34.69156793,MOTO - MULTIPLE,MOTO,MULTIPLE
2019-0009,1,2019-01-31,14:55:00,AVENIDA,1,-58.37564821,-34.62200207,MOTO - AUTO,MOTO,AUTO
2019-0010,2,2019-02-02,07:50:00,AVENIDA,14,-58.42668489,-34.56961468,PEATON - AUTO,PEATON,AUTO
2019-0011,1,2019-02-10,01:00:00,GRAL PAZ,9,-58.51839930,-34.66252488,PEATON - AUTO,PEATON,AUTO
2019-0012,1,2019-02-17,03:16:00,AVENIDA,8,-58.48432691,-34.67665828,MOTO - AUTO,MOTO,AUTO
2019-0013,1,2019-02-20,07:30:00,CALLE,7,-58.43383830,-34.64457699,PEATON - AUTO,PEATON,AUTO
2019-0014,1,2019-02-20,17:30:00,CALLE,11,-58.51664939,-34.58657938,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2019-0015,1,2019-02-23,06:57:00,AVENIDA,11,-58.49613012,-34.59703502,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2019-0016,1,2019-02-24,02:00:00,CALLE,4,-58.38313603,-34.63356284,MOTO - PASAJEROS,MOTO,PASAJEROS
2019-0017,1,2019-03-03,07:00:00,CALLE,3,-58.39914719,-34.61632317,AUTO - PASAJEROS,AUTO,PASAJEROS
2019-0018,1,2019-03-03,23:30:00,AUTOPISTA,13,-58.44927253,-34.54048625,PEATON - AUTO,PEATON,AUTO
2019-0019,1,2019-03-06,12:00:00,AVENIDA,13,-58.45049163,-34.55374003,MOTO - AUTO,MOTO,AUTO
2019-0020,1,2019-03-07,21:01:00,AVENIDA,5,-58.41288952,-34.63572989,MOTO - AUTO,MOTO,AUTO
2019-0021,1,2019-03-15,22:50:00,AVENIDA,7,-58.45743597,-34.62561234,MOTO - AUTO,MOTO,AUTO
2019-0022,1,2019-03-15,00:00:00,AVENIDA,1,-58.39123782,-34.62352245,AUTO - SIN DATO,AUTO,SIN DATO
2019-0023,1,2019-03-16,08:28:00,GRAL PAZ,9,-58.52922765,-34.63637963,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2019-0024,1,2019-03-19,07:12:00,AVENIDA,1,-58.37208118,-34.58541957,MOTO - CARGAS,MOTO,CARGAS
2019-0025,1,2019-03-22,13:10:00,CALLE,5,-58.41458534,-34.60937557,PEATON - AUTO,PEATON,AUTO
2019-0026,1,2019-03-28,07:32:00,AVENIDA,8,-58.47976785,-34.69153196,PEATON - PASAJEROS,PEATON,PASAJEROS
2019-0027,1,2019-03-28,11:11:00,AVENIDA,2,-58.39990285,-34.59511714,BICICLETA - MULTIPLE,BICICLETA,MULTIPLE
2019-0028,1,2019-04-06,09:15:00,AVENIDA,11,-58.46051346,-34.60588536,PEATON - PASAJEROS,PEATON,PASAJEROS
2019-0029,1,2019-04-07,10:15:00,AVENIDA,8,-58.47976785,-34.69153196,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2019-0030,1,2019-04-09,16:00:00,CALLE,7,-58.45457546,-34.62447891,MOTO - CARGAS,MOTO,CARGAS
2019-0031,1,2019-04-12,19:55:00,AVENIDA,1,-58.36951669,-34.59832047,BICICLETA - CARGAS,BICICLETA,CARGAS
2019-0032,1,2019-04-16,11:00:00,AVENIDA,11,-58.46415322,-34.60443790,PEATON - AUTO,PEATON,AUTO
2019-0033,1,2019-04-18,01:00:00,AUTOPISTA,1,-58.36607137,-34.62150748,MOTO - SIN DATO,MOTO,SIN DATO
2019-0034,1,2019-04-21,09:08:00,AVENIDA,7,-58.45537373,-34.65093074,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2019-0035,1,2019-04-23,14:10:00,CALLE,1,-58.37942637,-34.60053054,PEATON - BICICLETA,PEATON,BICICLETA
2019-0036,1,2019-04-26,22:46:00,CALLE,6,-58.43680440,-34.62147504,MOTO - AUTO,MOTO,AUTO
2019-0037,1,2019-05-01,23:10:00,AVENIDA,3,-58.40778291,-34.61971907,MOTO - AUTO,MOTO,AUTO
2019-0038,1,2019-05-04,14:10:00,AVENIDA,13,-58.45212523,-34.54628513,PEATON - MOTO,PEATON,MOTO
2019-0039,1,2019-05-09,03:05:00,AVENIDA,7,-58.46749188,-34.63551751,MOTO - AUTO,MOTO,AUTO
2019-0040,1,2019-05-09,12:45:00,CALLE,7,-58.44263580,-34.63679732,MOTO - SIN DATO,MOTO,SIN DATO
2019-0041,1,2019-05-11,20:30:00,AVENIDA,9,-58.51140289,-34.65846419,AUTO - MULTIPLE,AUTO,MULTIPLE
2019-0042,1,2019-05-14,15:00:00,CALLE,1,-58.38211431,-34.62465368,PEATON - PASAJEROS,PEATON,PASAJEROS
2019-0043,1,2019-05-21,09:00:00,AVENIDA,1,-58.36951669,-34.59832047,BICICLETA - CARGAS,BICICLETA,CARGAS
2019-0044,1,2019-05-27,12:45:00,AVENIDA,5,-58.41635217,-34.62036547,PEATON - MOTO,PEATON,MOTO
2019-0045,1,2019-06-03,07:27:00,AVENIDA,14,-58.41316147,-34.57579669,MOTO - CARGAS,MOTO,CARGAS
2019-0046,1,2019-06-04,09:00:00,GRAL PAZ,13,-58.47617802,-34.53825652,MOTO - AUTO,MOTO,AUTO
2019-0047,1,2019-06-06,10:00:00,AVENIDA,4,-58.38641783,-34.63330028,PEATON - CARGAS,PEATON,CARGAS
2019-0048,1,2019-06-07,07:00:00,AVENIDA,6,-58.45322169,-34.62038137,MOTO - CARGAS,MOTO,CARGAS
2019-0049,1,2019-06-08,09:20:00,CALLE,13,-58.45849057,-34.56166498,PEATON - CARGAS,PEATON,CARGAS
2019-0050,1,2019-06-08,23:35:00,AVENIDA,14,-58.41829559,-34.59411677,MOTO - CARGAS,MOTO,CARGAS
2019-0051,1,2019-06-11,10:00:00,CALLE,4,-58.36376488,-34.63832093,MOTO - AUTO,MOTO,AUTO
2019-0053,1,2019-06-14,17:20:00,AVENIDA,8,-58.46442668,-34.66004784,AUTO - AUTO,AUTO,AUTO
2019-0054,1,2019-06-20,03:00:00,CALLE,15,-58.48222035,-34.58428769,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2019-0055,1,2019-06-20,19:45:00,AVENIDA,1,-58.36819005,-34.60283208,MOTO - PASAJEROS,MOTO,PASAJEROS
2019-0056,1,2019-06-29,17:16:00,AVENIDA,7,-58.45877601,-34.62330939,PEATON - AUTO,PEATON,AUTO
2019-0057,1,2019-07-05,19:00:00,CALLE,13,-58.44196498,-34.55760517,PEATON - AUTO,PEATON,AUTO
2019-0058,1,2019-07-10,09:20:00,AUTOPISTA,10,-58.50622631,-34.63627822,MOTO - PASAJEROS,MOTO,PASAJEROS
2019-0059,1,2019-07-13,22:35:00,CALLE,1,-58.38410880,-34.63099197,MOTO - PASAJEROS,MOTO,PASAJEROS
2019-0060,1,2019-07-17,11:20:00,AVENIDA,10,-58.48100602,-34.63504312,PEATON - AUTO,PEATON,AUTO
2019-0061,1,2019-07-17,18:40:00,CALLE,13,-58.45200171,-34.55781320,PEATON - PASAJEROS,PEATON,PASAJEROS
2019-0062,1,2019-08-01,23:00:00,AVENIDA,13,-58.44462132,-34.56201105,PEATON - PASAJEROS,PEATON,PASAJEROS
2019-0063,1,2019-08-04,01:30:00,AVENIDA,15,-58.45220688,-34.58711712,MOTO - PASAJEROS,MOTO,PASAJEROS
2019-0064,1,2019-08-06,03:15:00,AVENIDA,7,-58.45962210,-34.62245140,MOTO - AUTO,MOTO,AUTO
2019-0065,1,2019-08-08,16:45:00,CALLE,4,-58.41970850,-34.65414867,PEATON - PASAJEROS,PEATON,PASAJEROS
2019-0066,1,2019-08-11,21:15:00,AVENIDA,7,-58.44187596,-34.64938031,PEATON - AUTO,PEATON,AUTO
2019-0067,1,2019-08-14,15:00:00,CALLE,10,-58.49101637,-34.64276621,MOTO - CARGAS,MOTO,CARGAS
2019-0068,1,2019-08-14,17:40:00,AVENIDA,8,-58.42493829,-34.66256502,MOTO - MOTO,MOTO,MOTO
2019-0069,1,2019-08-17,05:25:00,AVENIDA,4,-58.40489318,-34.62930162,MOTO - AUTO,MOTO,AUTO
2019-0070,1,2019-08-22,12:30:00,AVENIDA,14,-58.42686680,-34.59217875,MOTO - BICICLETA,MOTO,BICICLETA
2019-0071,1,2019-08-27,11:30:00,AVENIDA,9,-58.47961100,-34.65620398,PEATON - CARGAS,PEATON,CARGAS
2019-0072,1,2019-08-28,06:20:00,AVENIDA,10,-58.47439934,-34.63524207,AUTO - AUTO,AUTO,AUTO
2019-0073,1,2019-08-29,01:50:00,AVENIDA,15,-58.46711912,-34.57926018,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2019-0074,1,2019-08-29,09:00:00,AUTOPISTA,13,-58.46514781,-34.53465378,MOTO - CARGAS,MOTO,CARGAS
2019-0075,1,2019-08-30,23:20:00,CALLE,4,-58.37571078,-34.65584079,MOTO - PASAJEROS,MOTO,PASAJEROS
2019-0076,1,2019-09-05,18:00:00,AUTOPISTA,4,-58.37157668,-34.65429986,MOTO - CARGAS,MOTO,CARGAS
2019-0077,1,2019-09-08,03:40:00,AVENIDA,14,-58.39811256,-34.58070186,PEATON - AUTO,PEATON,AUTO
2019-0078,1,2019-09-12,08:25:00,AVENIDA,4,-58.41125934,-34.65417740,PEATON - CARGAS,PEATON,CARGAS
2019-0079,1,2019-09-17,05:30:00,CALLE,5,-58.41822901,-34.61866836,MOTO - PASAJEROS,MOTO,PASAJEROS
2019-0080,1,2019-09-17,18:40:00,GRAL PAZ,13,-58.47617802,-34.53825652,PEATON - MOTO,PEATON,MOTO
2019-0081,1,2019-09-23,16:00:00,AVENIDA,15,-58.46141281,-34.58623761,PEATON - PASAJEROS,PEATON,PASAJEROS
2019-0082,1,2019-09-25,07:45:00,AVENIDA,8,-58.42985146,-34.66119740,BICICLETA - CARGAS,BICICLETA,CARGAS
2019-0083,1,2019-09-26,08:00:00,CALLE,9,-58.48457413,-34.65839090,AUTO - AUTO,AUTO,AUTO
2019-0084,1,2019-09-27,11:45:00,CALLE,7,-58.46572884,-34.63628186,BICICLETA - CARGAS,BICICLETA,CARGAS
2019-0085,1,2019-10-09,22:18:00,CALLE,10,-58.49261744,-34.63419130,BICICLETA - TREN,BICICLETA,TREN
2019-0086,1,2019-10-15,14:10:00,AVENIDA,15,-58.45283186,-34.58841560,MOTO - PASAJEROS,MOTO,PASAJEROS
2019-0087,1,2019-10-21,21:00:00,AVENIDA,12,-58.47973681,-34.57418656,MOTO - MOTO,MOTO,MOTO
2019-0088,1,2019-10-22,20:00:00,AVENIDA,4,-58.40623949,-34.65076549,PEATON - PASAJEROS,PEATON,PASAJEROS
2019-0089,1,2019-10-23,15:45:00,AVENIDA,4,-58.36244648,-34.63107887,PEATON - CARGAS,PEATON,CARGAS
2019-0090,1,2019-10-24,18:26:00,AVENIDA,9,-58.49962423,-34.64868027,PEATON - MOTO,PEATON,MOTO
2019-0091,1,2019-11-01,20:50:00,AVENIDA,15,-58.44551437,-34.59559816,PEATON - PASAJEROS,PEATON,PASAJEROS
2019-0092,1,2019-11-03,10:30:00,CALLE,4,-58.35608181,-34.63420319,PEATON - PASAJEROS,PEATON,PASAJEROS
2019-0093,1,2019-11-13,11:50:00,AVENIDA,11,-58.46483679,-34.60907662,BICICLETA - OTRO,BICICLETA,OTRO
2019-0094,1,2019-11-18,14:00:00,CALLE,15,-58.44368628,-34.59724326,MOTO - OTRO,MOTO,OTRO
2019-0095,1,2019-11-20,15:30:00,AUTOPISTA,1,-58.37864583,-34.62907067,MOTO - CARGAS,MOTO,CARGAS
2019-0096,1,2019-11-22,19:33:00,AVENIDA,1,-58.37560352,-34.62726382,PEATON - PASAJEROS,PEATON,PASAJEROS
2019-0097,1,2019-11-25,08:50:00,AUTOPISTA,9,-58.47721439,-34.64815069,MOTO - MULTIPLE,MOTO,MULTIPLE
2019-0098,1,2019-11-25,14:00:00,AVENIDA,15,-58.45134029,-34.58984288,PASAJEROS - PASAJEROS,PASAJEROS,PASAJEROS
2019-0100,1,2019-12-05,17:30:00,AVENIDA,12,-58.49040794,-34.58368803,MOTO - AUTO,MOTO,AUTO
2019-0101,1,2019-12-17,04:20:00,AVENIDA,4,-58.42102679,-34.64991178,MOTO - MOTO,MOTO,MOTO
2019-0102,1,2019-12-17,14:30:00,CALLE,9,-58.52219407,-34.64143926,MOTO - AUTO,MOTO,AUTO
2019-0103,1,2019-12-18,00:00:00,GRAL PAZ,11,-58.52169422,-34.59471640,MOTO - MOTO,MOTO,MOTO
2019-0104,1,2019-12-21,04:25:00,AVENIDA,10,-58.47460416,-34.63206174,MOTO - AUTO,MOTO,AUTO
2019-0105,1,2019-05-05,11:00:00,AVENIDA,10,-58.50512382,-34.61520391,PEATON - AUTO,PEATON,AUTO
2020-0001,1,2020-01-04,10:40:00,CALLE,15,-58.43910409,-34.59213355,PEATON - AUTO,PEATON,AUTO
2020-0002,1,2020-01-05,20:00:00,AVENIDA,7,-58.45019436,-34.64646409,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2020-0003,1,2020-01-11,06:00:00,AVENIDA,3,-58.39337644,-34.60927582,PEATON - AUTO,PEATON,AUTO
2020-0004,1,2020-01-14,21:40:00,AVENIDA,1,-58.39055614,-34.60919284,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0005,1,2020-01-14,06:00:00,AVENIDA,3,-58.41036975,-34.62477021,MOTO - PASAJEROS,MOTO,PASAJEROS
2020-0006,1,2020-01-20,12:55:00,AVENIDA,8,-58.44925765,-34.65412546,MOTO - CARGAS,MOTO,CARGAS
2020-0007,1,2020-01-27,00:37:00,CALLE,1,-58.38156850,-34.61648696,PEATON - MOTO,PEATON,MOTO
2020-0008,1,2020-01-30,07:10:00,AVENIDA,2,-58.40662899,-34.59804521,MOTO - CARGAS,MOTO,CARGAS
2020-0009,1,2020-02-04,14:50:00,CALLE,5,-58.41985649,-34.60600850,PEATON - AUTO,PEATON,AUTO
2020-0010,1,2020-02-08,05:45:00,AVENIDA,1,-58.38099833,-34.62214953,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2020-0011,1,2020-02-12,11:29:00,CALLE,5,-58.41803309,-34.61823178,MOTO - CARGAS,MOTO,CARGAS
2020-0012,1,2020-02-18,21:00:00,CALLE,3,-58.40604003,-34.61783553,PEATON - MOTO,PEATON,MOTO
2020-0013,1,2020-02-20,12:00:00,AVENIDA,15,-58.47549929,-34.57994061,PEATON - MOTO,PEATON,MOTO
2020-0014,1,2020-02-27,02:14:00,CALLE,11,-58.51398484,-34.61600366,MOTO - PASAJEROS,MOTO,PASAJEROS
2020-0015,1,2020-02-28,14:30:00,AVENIDA,1,-58.36797542,-34.62519403,MOTO - PASAJEROS,MOTO,PASAJEROS
2020-0016,1,2020-02-29,13:00:00,AVENIDA,1,-58.37133616,-34.59879316,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0017,1,2020-03-05,23:00:00,AVENIDA,3,-58.39613805,-34.61413568,PEATON - AUTO,PEATON,AUTO
2020-0018,1,2020-03-09,14:00:00,AVENIDA,13,-58.44903073,-34.54200276,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2020-0019,1,2020-03-10,21:00:00,CALLE,5,-58.41972364,-34.62846670,PEATON - AUTO,PEATON,AUTO
2020-0020,1,2020-03-13,17:30:00,AVENIDA,3,-58.40571596,-34.60557123,PEATON - MOTO,PEATON,MOTO
2020-0021,1,2020-03-14,16:50:00,CALLE,2,-58.41451590,-34.59488319,PEATON - AUTO,PEATON,AUTO
2020-0022,1,2020-04-07,06:15:00,AUTOPISTA,9,-58.47297505,-34.66245085,AUTO - CARGAS,AUTO,CARGAS
2020-0023,1,2020-04-09,18:42:00,AVENIDA,4,-58.35791192,-34.63695178,AUTO - CARGAS,AUTO,CARGAS
2020-0024,1,2020-04-24,07:58:00,CALLE,9,-58.50801713,-34.65177305,AUTO - AUTO,AUTO,AUTO
2020-0025,1,2020-05-12,05:35:00,AVENIDA,3,-58.40258477,-34.60975108,PEATON - AUTO,PEATON,AUTO
2020-0026,1,2020-05-17,06:40:00,AUTOPISTA,14,SIN DATO,SIN DATO,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2020-0027,1,2020-05-18,08:00:00,AVENIDA,8,-58.48267426,-34.68454456,PEATON - CARGAS,PEATON,CARGAS
2020-0028,1,2020-05-19,10:00:00,AVENIDA,15,-58.44248936,-34.60221948,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0029,1,2020-06-10,14:00:00,GRAL PAZ,9,-58.52909134,-34.63886726,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0030,1,2020-06-16,15:00:00,AVENIDA,6,-58.45158942,-34.60646580,MOTO - MULTIPLE,MOTO,MULTIPLE
2020-0031,1,2020-06-30,08:00:00,AVENIDA,9,-58.49344309,-34.65788529,MOTO - CARGAS,MOTO,CARGAS
2020-0032,1,2020-07-10,23:00:00,AVENIDA,15,-58.44259166,-34.59635137,MOTO - AUTO,MOTO,AUTO
2020-0033,1,2020-07-19,06:25:00,GRAL PAZ,13,-58.46743471,-34.53476874,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2020-0034,1,2020-08-02,03:20:00,CALLE,3,-58.41178158,-34.60922259,PEATON - AUTO,PEATON,AUTO
2020-0035,1,2020-08-04,05:30:00,AUTOPISTA,7,-58.45068621,-34.63638927,MOTO - PASAJEROS,MOTO,PASAJEROS
2020-0036,1,2020-08-07,18:40:00,AVENIDA,14,-58.42016954,-34.58778790,PEATON - MOTO,PEATON,MOTO
2020-0037,1,2020-08-29,04:30:00,AVENIDA,8,-58.43850413,-34.65554754,PEATON - AUTO,PEATON,AUTO
2020-0038,2,2020-08-30,04:00:00,AVENIDA,14,-58.40617526,-34.58345898,AUTO - AUTO,AUTO,AUTO
2020-0039,1,2020-09-01,19:17:42,CALLE,9,SIN DATO,SIN DATO,PEATON - CARGAS,PEATON,CARGAS
2020-0040,1,2020-09-12,03:30:00,AVENIDA,2,-58.38526125,-34.57805810,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2020-0041,1,2020-09-28,01:45:00,AVENIDA,7,-58.44750470,-34.63491705,MOTO - PASAJEROS,MOTO,PASAJEROS
2020-0042,1,2020-09-29,17:10:00,AVENIDA,8,-58.46745752,-34.68192648,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0043,1,2020-09-30,17:20:00,AVENIDA,1,-58.37202621,-34.59717942,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0044,1,2020-10-05,00:20:00,AVENIDA,6,-58.42779702,-34.62207347,AUTO - AUTO,AUTO,AUTO
2020-0045,1,2020-10-19,03:00:00,GRAL PAZ,8,-58.46244952,-34.70524971,AUTO - CARGAS,AUTO,CARGAS
2020-0046,1,2020-10-27,21:00:00,AVENIDA,11,-58.48440160,-34.60776782,MOTO - MOTO,MOTO,MOTO
2020-0047,1,2020-10-27,14:00:00,AUTOPISTA,9,-58.46668375,-34.65174801,PEATON - CARGAS,PEATON,CARGAS
2020-0048,1,2020-10-29,20:20:00,AVENIDA,15,-58.44958780,-34.59322448,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2020-0049,1,2020-10-30,20:00:00,AVENIDA,1,-58.37533517,-34.59276462,PEATON - AUTO,PEATON,AUTO
2020-0050,1,2020-11-01,22:00:00,AVENIDA,14,-58.42525456,-34.57866344,PEATON - MOTO,PEATON,MOTO
2020-0051,1,2020-11-05,00:40:00,AVENIDA,10,-58.48493828,-34.62981124,MOTO - AUTO,MOTO,AUTO
2020-0052,1,2020-11-07,06:50:00,AVENIDA,3,-58.40480504,-34.60183884,BICICLETA - CARGAS,BICICLETA,CARGAS
2020-0053,1,2020-11-09,03:30:00,AVENIDA,4,-58.41125934,-34.65417740,AUTO - AUTO,AUTO,AUTO
2020-0054,1,2020-11-19,09:00:00,CALLE,4,-58.39956546,-34.62977080,BICICLETA - AUTO,BICICLETA,AUTO
2020-0055,1,2020-11-19,12:30:00,AVENIDA,12,-58.49005682,-34.57868970,PEATON - CARGAS,PEATON,CARGAS
2020-0056,1,2020-11-21,13:00:00,GRAL PAZ,8,-58.47064556,-34.69843756,MOTO - CARGAS,MOTO,CARGAS
2020-0057,1,2020-11-23,07:45:00,AVENIDA,11,-58.47501560,-34.61945902,PEATON - AUTO,PEATON,AUTO
2020-0058,1,2020-11-24,16:00:00,AVENIDA,10,-58.48727942,-34.63652467,PEATON - AUTO,PEATON,AUTO
2020-0059,1,2020-12-01,06:35:00,CALLE,1,-58.37951690,-34.62794241,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0060,1,2020-12-03,20:30:00,AVENIDA,9,-58.47750832,-34.65672199,PEATON - MOTO,PEATON,MOTO
2020-0061,1,2020-12-03,14:40:00,AUTOPISTA,13,-58.44927253,-34.54048625,MOTO - CARGAS,MOTO,CARGAS
2020-0062,1,2020-12-04,17:19:00,CALLE,3,-58.39246272,-34.61253541,BICICLETA - PASAJEROS,BICICLETA,PASAJEROS
2020-0063,2,2020-12-05,07:10:00,CALLE,11,-58.52783814,-34.61047001,PEATON_MOTO - MOTO,PEATON_MOTO,MOTO
2020-0065,1,2020-12-05,16:00:00,GRAL PAZ,12,-58.49332664,-34.54836855,MOTO - AUTO,MOTO,AUTO
2020-0066,1,2020-12-07,04:30:00,AUTOPISTA,10,-58.50178784,-34.63593897,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2020-0067,1,2020-12-11,22:00:00,AVENIDA,4,-58.41657793,-34.65476216,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0068,1,2020-12-12,20:30:00,AVENIDA,2,-58.39731474,-34.58307887,MOTO - AUTO,MOTO,AUTO
2020-0069,1,2020-12-15,05:20:00,AVENIDA,1,-58.38746381,-34.61790839,MOTO - PASAJEROS,MOTO,PASAJEROS
2020-0070,1,2020-12-17,15:35:00,AVENIDA,2,-58.39189441,-34.59176378,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0071,1,2020-12-17,23:00:00,AVENIDA,7,-58.46749188,-34.63551751,PEATON - AUTO,PEATON,AUTO
2020-0072,1,2020-12-19,03:30:00,AVENIDA,3,-58.40280471,-34.62113271,BICICLETA - AUTO,BICICLETA,AUTO
2020-0073,1,2020-12-20,07:40:00,AVENIDA,8,-58.44451316,-34.68475866,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2020-0074,1,2020-12-20,21:00:00,AVENIDA,7,-58.47110424,-34.62742408,AUTO - AUTO,AUTO,AUTO
2020-0075,1,2020-12-23,14:00:00,AVENIDA,1,-58.38220928,-34.60373898,PEATON - PASAJEROS,PEATON,PASAJEROS
2020-0076,1,2020-12-24,12:30:00,AVENIDA,10,-58.49794468,-34.61565025,AUTO - PASAJEROS,AUTO,PASAJEROS
2020-0077,2,2020-12-25,06:40:00,AVENIDA,15,-58.47220945,-34.60111373,MOTO - AUTO,MOTO,AUTO
2020-0078,1,2020-12-25,05:50:00,CALLE,7,-58.43706741,-34.63217813,BICICLETA - PASAJEROS,BICICLETA,PASAJEROS
2020-0079,1,2020-12-27,04:15:00,GRAL PAZ,12,-58.49332664,-34.54836855,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0001,1,2021-01-06,18:00:00,AUTOPISTA,1,-58.37960727,-34.62622851,MOTO - AUTO,MOTO,AUTO
2021-0002,1,2021-01-07,10:20:00,AVENIDA,9,-58.51061062,-34.64972472,MOTO - CARGAS,MOTO,CARGAS
2021-0003,1,2021-01-10,07:40:00,AUTOPISTA,7,-58.43052224,-34.62941648,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0004,1,2021-01-11,09:12:18,AVENIDA,5,-58.41455544,-34.63866836,PEATON - CARGAS,PEATON,CARGAS
2021-0005,1,2021-01-11,21:30:00,AVENIDA,9,-58.46774439,-34.64730145,PEATON - AUTO,PEATON,AUTO
2021-0006,1,2021-01-12,21:00:00,AUTOPISTA,14,-58.40786274,-34.56726817,MOTO - CARGAS,MOTO,CARGAS
2021-0007,1,2021-01-18,10:00:00,AVENIDA,15,-58.48744301,-34.58622275,MOTO - MOTO,MOTO,MOTO
2021-0008,1,2021-01-22,23:30:00,AVENIDA,4,-58.41657793,-34.65476216,PEATON - PASAJEROS,PEATON,PASAJEROS
2021-0009,1,2021-01-23,05:30:00,AVENIDA,6,-58.45351111,-34.61134937,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0010,1,2021-01-23,08:00:00,GRAL PAZ,12,-58.50073810,-34.54979510,MOTO - AUTO,MOTO,AUTO
2021-0011,1,2021-01-27,01:04:26,AVENIDA,2,-58.39144148,-34.59564871,PEATON - AUTO,PEATON,AUTO
2021-0012,1,2021-01-29,20:07:22,AUTOPISTA,8,-58.48191128,-34.68385968,PEATON - AUTO,PEATON,AUTO
2021-0013,1,2021-01-31,06:10:00,AVENIDA,10,-58.48727942,-34.63652467,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0014,1,2021-02-02,00:50:00,AVENIDA,15,-58.48328708,-34.59779521,PEATON - AUTO,PEATON,AUTO
2021-0015,1,2021-02-06,03:05:00,AVENIDA,15,-58.49018543,-34.59724990,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
2021-0016,1,2021-02-14,05:50:00,AVENIDA,8,-58.47230127,-34.68482689,AUTO - OBJETO FIJO,AUTO,OBJETO FIJO
2021-0017,1,2021-02-17,04:10:00,AVENIDA,1,-58.38262614,-34.63168269,MOTO - PASAJEROS,MOTO,PASAJEROS
2021-0018,1,2021-02-20,19:00:00,CALLE,3,-58.41047268,-34.60793518,PEATON - AUTO,PEATON,AUTO
2021-0019,1,2021-02-21,01:20:00,AVENIDA,12,-58.49659234,-34.56353635,MOTO - OBJETO FIJO,MOTO,OBJETO FIJO
